ikey	Location	Source	Chronological Frame	Language
PH279763	Nicomedia	OstgrGR 635	end of the 1st c. AD	Greek
PH279935	Nicomedia	SEG 42: 1113	Early Roman period	Greek
	Nicomedia	SEG 49: 1794	early Byzantine period	Greek
	Nicomedia	SEG 56: 1406	early 3rd century AD	Greek
	Nicomedia	SEG 56: 1407	early 3rd century AD	Greek
PH278845	Nicomedia	TAM IV,1, 25	ca. 214? AD	Greek
PH279936	Nicomedia	SEG 42: 1114	ca. 200 AD	Greek
	Nicomedia	SEG 55: 1365bis	after 212 AD	Greek
PH278854	Nicomedia	TAM IV,1, 34	after 138 AD	Greek
	Nicomedia	SEG 61: 1057	AD 150 - 200	Greek
	Nicomedia	SEG 44: 1010	AD 100 - 150	Greek
PH278881	Nicomedia	TAM IV,1, 60	98/99 AD	Greek
PH278835	Nicomedia	TAM IV,1, 15	93/94 AD	Greek
PH278842	Nicomedia	TAM IV,1, 22	69–79 AD	Greek
PH279901	Nicomedia	SEG 37: 1073	5th – 6th c. AD	Greek
PH279906	Nicomedia	SEG 37: 1078	5th – 6th c. AD	Greek
PH279909	Nicomedia	SEG 37: 1081	4th c. AD	Gr/Lat
PH279189	Nicomedia	TAM IV,1, 367	4th c. AD	Gr/Lat
	Nicomedia	SEG 61: 1058	3rd/4th century AD (or later)	Greek
PH278953	Nicomedia	TAM IV,1, 132	3rd or 4th century AD	Greek
PH279781	Nicomedia	SEG 28: 1037	3rd c. AD or before	Greek
	Nicomedia	AE 1989, 672	3rd c. AD	Greek
	Nicomedia	AE 2006, 1398	3rd c. AD	Greek
PH279810	Nicomedia	SEG 32: 1255	3rd c. AD	Greek
PH278840	Nicomedia	TAM IV,1, 20	3rd c. AD	Greek
PH279900	Nicomedia	SEG 37: 1072	3rd – 4th c. AD	Greek
HD049163	Nicomedia	AE 1998, 1285	364–378 AD	Latin
PH279009	Nicomedia	TAM IV,1, 189; SEG 45: 1690	2nd/3rd century AD	Greek
	Nicomedia	SEG 56: 1400	2nd century AD	Greek
	Nicomedia	SEG 56: 1404	2nd century AD	Greek
	Nicomedia	SEG 56: 1405	2nd century AD	Greek
PH278944	Nicomedia	TAM IV,1, 123	2nd c. BC	Greek
	Nicomedia	AE 1998, 1286	2nd c. AD	Greek
	Nicomedia	AE 1998, 1286; AE 2002, 1351	2nd c. AD	Greek
	Nicomedia	AE 2006, 1399	2nd c. AD	Greek
PH279789	Nicomedia	SEG 29: 1346	2nd c. AD	Greek
PH279796	Nicomedia	SEG 29: 1353	2nd c. AD	Greek
PH279804	Nicomedia	SEG 30: 1436	2nd c. AD	Greek
	Nicomedia	AE 2006, 1397	2nd – beg. of the 3rd c. AD	Greek
PH279817	Nicomedia	SEG 33: 1084	2nd – 3rd c. AD	Greek
PH278851	Nicomedia	TAM IV,1, 31	294–296 AD	Latin
HD000916	Nicomedia	AE 1983, 905	293–305 AD	Latin
PH278850	Nicomedia	TAM IV,1, 30	286–305 AD	Latin
PH279075	Nicomedia	TAM IV,1, 255	284–305? AD	Greek
PH278848	Nicomedia	TAM IV,1, 28	284–305 AD	Latin
PH278849	Nicomedia	TAM IV,1, 29	284–305 AD	Latin
HD000901	Nicomedia	AE 1983, 904;                              EpigrAnat 1, 52, 7, Tab. 7, 7	275/276 AD	Latin
HD000904	Nicomedia	AE 1983, 903;                                EpigrAnat 1, 51–52, 6, Tab. 6, 6	275/276 AD	Gr/Lat
HD000910	Nicomedia	AE 1983, 902;                           EpigrAnat 1, 50–51, 5, Tab. 6, 5	260 AD	Gr/Lat
HD000814	Nicomedia	AE 1983, 901;                                EpigrAnat 1, 50, 4, Tab.5, 4	253 AD	Gr/Lat
	Nicomedia	AE 1992, 1566	253 AD	Greek
PH278821	Nicomedia	TAM IV,1, 1	246–242 BC	Greek
PH279919	Nicomedia	SEG 39: 1342	245/246 AD	Greek
	Nicomedia	AE 1992, 1565	245/246 AD	Greek
HD000913	Nicomedia	AE 1983, 900;                           EpigrAnat 1, 49–50, 3, Tab. 5, 3	244–249 AD	Gr/Lat
PH278834	Nicomedia	TAM IV,1, 14	241? AD	Latin
HD000886	Nicomedia	AE 1983, 898;                               EpigrAnat 1, 48–49, 1, Tab. 5, 1	239–244 AD	Gr/Lat
HD000907	Nicomedia	AE 1983, 899;                                  EpigrAnat 1, 49, 2, Tab. 5, 2	238–244 AD	Latin
PH278875	Nicomedia	TAM IV,1, 54	218? AD	Latin
PH278847	Nicomedia	TAM IV,1, 27	208 AD	Greek
PH278846	Nicomedia	TAM IV,1, 26	206 AD	Greek
PH278900	Nicomedia	TAM IV,1, 79	206 AD	Greek
PH278841	Nicomedia	TAM IV,1, 21	2 BC or later	Latin
PH279762	Nicomedia	OstgrGR 548	1st half of the 2nd c. AD?	Greek
PH279839	Nicomedia	SEG 36: 1154	1st c. BC – 1st c. AD	Greek
PH279728	Nicomedia	AnthGr II 7: 627	1st c. BC	Greek
PH279766	Nicomedia	OstgrGR 1941	1st c. BC	Greek
PH279765	Nicomedia	OstgrGR 1689	1st c. AD?	Greek
PH278833	Nicomedia	TAM IV,1, 13	199 AD	Latin
PH279788	Nicomedia	SEG 29: 1345	196–211 AD	Greek
PH278903	Nicomedia	TAM IV,1, 82	156/157 AD	Greek
PH278899	Nicomedia	TAM IV,1, 78	155/156? AD	Greek
PH278888	Nicomedia	TAM IV,1, 67	155/156 AD	Greek
PH278870	Nicomedia	TAM IV,1, 49	150 AD	Greek
PH278871	Nicomedia	TAM IV,1, 50	150 AD	Greek
PH279840	Nicomedia	SEG 36: 1155	147 AD	Greek
PH278884	Nicomedia	TAM IV,1, 63	145/146 AD	Greek
PH278838	Nicomedia	TAM IV,1, 18	134/135 AD	Greek
PH278844	Nicomedia	TAM IV,1, 24	128–138 AD	Greek
PH278825	Nicomedia	TAM IV,1, 5	128–138 AD	Greek
PH278837	Nicomedia	TAM IV,1, 17	128/129–130/131 &   184/185 AD	Greek
PH278843	Nicomedia	TAM IV,1, 23	125/126 AD	Greek
PH278836	Nicomedia	TAM IV,1, 16	122/123–126/127 AD	Greek
PH278910	Nicomedia	TAM IV,1, 89	120/121 AD	Greek
PH278880	Nicomedia	TAM IV,1, 59	119 AD	Greek
PH278908	Nicomedia	TAM IV,1, 87	117–138? AD	Greek
PH278830	Nicomedia	TAM IV,1, 10	117–138 AD	Latin
PH278894	Nicomedia	TAM IV,1, 73	117–138 AD	Greek
PH278919	Nicomedia	TAM IV,1, 98	117–138 AD	Greek
PH278831	Nicomedia	TAM IV,1, 11	116 AD	Latin
PH278832	Nicomedia	TAM IV,1, 12	116 AD	Latin
	Nicomedia	AE 2006, 1382	0–161 AD	Greek
	Nicomedia	AE 2006, 1383	0–161 AD	Greek
HD019646	Nicomedia	AE 1947, 186; TAM IV,1, 28	---	Latin
HD020806	Nicomedia	AE 1977, 791	---	Latin
HD020809	Nicomedia	AE 1977, 792	---	Latin
	Nicomedia	AE 1989, 673	---	Greek
PH279761	Nicomedia	IstForsch 14, 116, 141	---	Greek
PH279782	Nicomedia	SEG 28: 1040	---	Greek
PH279783	Nicomedia	SEG 28: 1041	---	Greek
PH279784	Nicomedia	SEG 28: 1042	---	Greek
HD036197	Nicomedia	SEG 29: 1348	---	Gr/Lat
PH279791	Nicomedia	SEG 29: 1348	---	Gr/Lat
PH279792	Nicomedia	SEG 29: 1349	---	Greek
PH279793	Nicomedia	SEG 29: 1350	---	Greek
PH279794	Nicomedia	SEG 29:1351	---	Greek
PH279795	Nicomedia	SEG 29: 1352	---	Greek
PH279805	Nicomedia	SEG 30: 1437	---	Greek
PH279806	Nicomedia	SEG 30: 1446	---	Greek
PH279807	Nicomedia	SEG 30: 1447	---	Greek
PH279811	Nicomedia	SEG 32: 1256	---	Greek
PH279812	Nicomedia	SEG 32: 1257	---	Greek
PH279813	Nicomedia	SEG 32: 1258	---	Greek
PH279822	Nicomedia	SEG 34: 1266	---	Greek
PH279825	Nicomedia	SEG 35: 1304	---	Greek
PH279902	Nicomedia	SEG 37: 1074	---	Greek
PH279903	Nicomedia	SEG 37: 1075	---	Greek
PH279904	Nicomedia	SEG 37: 1076	---	Greek
PH279905	Nicomedia	SEG 37: 1077	---	Greek
PH279907	Nicomedia	SEG 37: 1079	---	Greek
PH279908	Nicomedia	SEG 37: 1080	---	Greek
PH279915	Nicomedia	SEG 38: 1276	---	Greek
PH279920	Nicomedia	SEG 40: 1145	---	Greek
PH279771	Nicomedia	TravMem 10, 432, 53	---	Greek
PH278921	Nicomedia	TAM IV,1, 100	---	Greek
PH278922	Nicomedia	TAM IV,1, 101	---	Greek
PH278923	Nicomedia	TAM IV,1, 102	---	Greek
PH278924	Nicomedia	TAM IV,1, 103	---	Greek
PH278925	Nicomedia	TAM IV,1, 104	---	Greek
PH278926	Nicomedia	TAM IV,1, 105	---	Greek
PH278927	Nicomedia	TAM IV,1, 106	---	Greek
PH278928	Nicomedia	TAM IV,1, 107	---	Greek
PH278929	Nicomedia	TAM IV,1, 108	---	Greek
PH278930	Nicomedia	TAM IV,1, 109	---	Greek
PH278931	Nicomedia	TAM IV,1, 110	---	Greek
PH278932	Nicomedia	TAM IV,1, 111	---	Greek
PH278933	Nicomedia	TAM IV,1, 112	---	Greek
PH278934	Nicomedia	TAM IV,1, 113	---	Greek
PH278935	Nicomedia	TAM IV,1, 114	---	Greek
PH278936	Nicomedia	TAM IV,1, 115	---	Greek
PH278937	Nicomedia	TAM IV,1, 116	---	Greek
PH278938	Nicomedia	TAM IV,1, 117	---	Greek
PH278939	Nicomedia	TAM IV,1, 118	---	Latin
PH278940	Nicomedia	TAM IV,1, 119	---	Greek
PH278941	Nicomedia	TAM IV,1, 120	---	Greek
PH278942	Nicomedia	TAM IV,1, 121	---	Greek
PH278943	Nicomedia	TAM IV,1, 122	---	Greek
PH278945	Nicomedia	TAM IV,1, 124	---	Greek
PH278946	Nicomedia	TAM IV,1, 125	---	Greek
PH278947	Nicomedia	TAM IV,1, 126	---	Greek
PH278948	Nicomedia	TAM IV,1, 127	---	Greek
PH278949	Nicomedia	TAM IV,1, 128	---	Greek
PH278950	Nicomedia	TAM IV,1, 129	---	Greek
PH278951	Nicomedia	TAM IV,1, 130	---	Greek
PH278952	Nicomedia	TAM IV,1, 131	---	Greek
PH278954	Nicomedia	TAM IV,1, 133	---	Greek
PH278955	Nicomedia	TAM IV,1, 134	---	Greek
PH278956	Nicomedia	TAM IV,1, 135	---	Greek
PH278957	Nicomedia	TAM IV,1, 136	---	Greek
PH278958	Nicomedia	TAM IV,1, 137	---	Latin
PH278959	Nicomedia	TAM IV,1, 138	---	Greek
PH278960	Nicomedia	TAM IV,1, 139	---	Greek
PH278961	Nicomedia	TAM IV,1, 140	---	Greek
PH278962	Nicomedia	TAM IV,1, 141	---	Greek
PH278963	Nicomedia	TAM IV,1, 142	---	Greek
PH278964	Nicomedia	TAM IV,1, 143	---	Greek
PH278965	Nicomedia	TAM IV,1, 144	---	Greek
PH278966	Nicomedia	TAM IV,1, 145	---	Greek
PH278967	Nicomedia	TAM IV,1, 146	---	Greek
PH278968	Nicomedia	TAM IV,1, 147	---	Latin
PH278969	Nicomedia	TAM IV,1, 148	---	Greek
PH278970	Nicomedia	TAM IV,1, 149	---	Greek
PH278971	Nicomedia	TAM IV,1, 150	---	Greek
PH278972	Nicomedia	TAM IV,1, 151	---	Greek
PH278973	Nicomedia	TAM IV,1, 152	---	Latin
PH278974	Nicomedia	TAM IV,1, 153	---	Latin
PH278975	Nicomedia	TAM IV,1, 154	---	Greek
PH278976	Nicomedia	TAM IV,1, 155	---	Greek
PH278977	Nicomedia	TAM IV,1, 156	---	Greek
PH278978	Nicomedia	TAM IV,1, 158	---	Greek
PH278979	Nicomedia	TAM IV,1, 159	---	Greek
PH278981	Nicomedia	TAM IV,1, 161	---	Greek
PH278982	Nicomedia	TAM IV,1, 162	---	Greek
PH278983	Nicomedia	TAM IV,1, 163	---	Greek
PH278984	Nicomedia	TAM IV,1, 164	---	Greek
PH278985	Nicomedia	TAM IV,1, 165	---	Greek
PH278986	Nicomedia	TAM IV,1, 166	---	Greek
PH278987	Nicomedia	TAM IV,1, 167	---	Greek
PH278988	Nicomedia	TAM IV,1, 168	---	Greek
PH278989	Nicomedia	TAM IV,1, 169	---	Greek
PH278990	Nicomedia	TAM IV,1, 170	---	Greek
PH278991	Nicomedia	TAM IV,1, 171	---	Greek
PH278992	Nicomedia	TAM IV,1, 172	---	Greek
PH278993	Nicomedia	TAM IV,1, 173	---	Greek
PH278994	Nicomedia	TAM IV,1, 174	---	Greek
PH278995	Nicomedia	TAM IV,1, 175	---	Greek
PH278996	Nicomedia	TAM IV,1, 176	---	Greek
PH278997	Nicomedia	TAM IV,1, 177	---	Greek
2PH78998	Nicomedia	TAM IV,1, 178	---	Greek
PH278999	Nicomedia	TAM IV,1, 179	---	Greek
PH279000	Nicomedia	TAM IV,1, 180	---	Greek
PH279001	Nicomedia	TAM IV,1, 181	---	Greek
PH279002	Nicomedia	TAM IV,1, 182	---	Greek
PH279003	Nicomedia	TAM IV,1, 183	---	Greek
PH279004	Nicomedia	TAM IV,1, 184	---	Greek
PH279005	Nicomedia	TAM IV,1, 185	---	Greek
PH279006	Nicomedia	TAM IV,1, 186	---	Greek
PH279007	Nicomedia	TAM IV,1, 187	---	Greek
PH279008	Nicomedia	TAM IV,1, 188	---	Greek
PH279010	Nicomedia	TAM IV,1, 189a	---	Greek
PH278839	Nicomedia	TAM IV,1, 19	---	Greek
PH279011	Nicomedia	TAM IV,1, 190	---	Greek
PH279012	Nicomedia	TAM IV,1, 191	---	Greek
PH279013	Nicomedia	TAM IV,1, 192	---	Greek
PH279014	Nicomedia	TAM IV,1, 193	---	Greek
PH279015	Nicomedia	TAM IV,1, 194	---	Greek
PH279016	Nicomedia	TAM IV,1, 195	---	Greek
PH279017	Nicomedia	TAM IV,1, 196	---	Greek
PH279018	Nicomedia	TAM IV,1, 197	---	Greek
PH279019	Nicomedia	TAM IV,1, 198	---	Greek
PH279020	Nicomedia	TAM IV,1, 199	---	Latin
PH278822	Nicomedia	TAM IV,1, 2	---	Greek
PH279021	Nicomedia	TAM IV,1, 200	---	Greek
PH279022	Nicomedia	TAM IV,1, 201	---	Greek
PH279023	Nicomedia	TAM IV,1, 202	---	Greek
PH279024	Nicomedia	TAM IV,1, 203	---	Greek
PH279025	Nicomedia	TAM IV,1, 204	---	Greek
PH279026	Nicomedia	TAM IV,1, 205	---	Greek
PH279027	Nicomedia	TAM IV,1, 206	---	Greek
PH279028	Nicomedia	TAM IV,1, 207	---	Greek
PH279029	Nicomedia	TAM IV,1, 208	---	Greek
PH279030	Nicomedia	TAM IV,1, 209	---	Greek
PH279031	Nicomedia	TAM IV,1, 210	---	Greek
PH279032	Nicomedia	TAM IV,1, 211	---	Greek
PH279033	Nicomedia	TAM IV,1, 212	---	Greek
PH279034	Nicomedia	TAM IV,1, 213	---	Greek
PH279035	Nicomedia	TAM IV,1, 214	---	Greek
PH279036	Nicomedia	TAM IV,1, 215	---	Greek
PH279037	Nicomedia	TAM IV,1, 216	---	Greek
PH279038	Nicomedia	TAM IV,1, 217	---	Greek
PH279039	Nicomedia	TAM IV,1, 218	---	Greek
PH279040	Nicomedia	TAM IV,1, 219	---	Greek
PH279041	Nicomedia	TAM IV,1, 220	---	Greek
PH279042	Nicomedia	TAM IV,1, 221	---	Greek
PH279043	Nicomedia	TAM IV,1, 222	---	Greek
PH279044	Nicomedia	TAM IV,1, 223	---	Greek
PH279045	Nicomedia	TAM IV,1, 224	---	Greek
PH279046	Nicomedia	TAM IV,1, 225	---	Greek
PH279047	Nicomedia	TAM IV,1, 226	---	Greek
PH279048	Nicomedia	TAM IV,1, 227	---	Greek
PH279049	Nicomedia	TAM IV,1, 229	---	Greek
PH279050	Nicomedia	TAM IV,1, 230	---	Greek
PH279051	Nicomedia	TAM IV,1, 231	---	Greek
PH279052	Nicomedia	TAM IV,1, 232	---	Greek
PH279053	Nicomedia	TAM IV,1, 233	---	Greek
PH279054	Nicomedia	TAM IV,1, 234	---	Greek
PH279055	Nicomedia	TAM IV,1, 235	---	Greek
PH279056	Nicomedia	TAM IV,1, 236	---	Greek
PH279057	Nicomedia	TAM IV,1, 237	---	Greek
PH279058	Nicomedia	TAM IV,1, 238	---	Greek
PH279059	Nicomedia	TAM IV,1, 239	---	Greek
PH279060	Nicomedia	TAM IV,1, 240	---	Greek
PH279061	Nicomedia	TAM IV,1, 241	---	Greek
PH279062	Nicomedia	TAM IV,1, 242	---	Greek
PH279063	Nicomedia	TAM IV,1, 243	---	Greek
PH279064	Nicomedia	TAM IV,1, 244	---	Greek
PH279065	Nicomedia	TAM IV,1, 245	---	Greek
PH279066	Nicomedia	TAM IV,1, 246	---	Greek
PH279067	Nicomedia	TAM IV,1, 247	---	Greek
PH279068	Nicomedia	TAM IV,1, 248	---	Greek
PH279069	Nicomedia	TAM IV,1, 249	---	Greek
PH279070	Nicomedia	TAM IV,1, 250	---	Greek
PH279071	Nicomedia	TAM IV,1, 251	---	Greek
PH279072	Nicomedia	TAM IV,1, 252	---	Greek
PH279073	Nicomedia	TAM IV,1, 253	---	Greek
PH279074	Nicomedia	TAM IV,1, 254	---	Greek
PH279076	Nicomedia	TAM IV,1, 256	---	Greek
PH279077	Nicomedia	TAM IV,1, 257	---	Greek
PH279078	Nicomedia	TAM IV,1, 258	---	Greek
PH279079	Nicomedia	TAM IV,1, 259	---	Greek
PH279080	Nicomedia	TAM IV,1, 260	---	Greek
PH279081	Nicomedia	TAM IV,1, 261	---	Greek
PH279082	Nicomedia	TAM IV,1, 262	---	Greek
PH279083	Nicomedia	TAM IV,1, 263	---	Greek
PH279084	Nicomedia	TAM IV,1, 264	---	Greek
PH279085	Nicomedia	TAM IV,1, 265	---	Greek
PH279086	Nicomedia	TAM IV,1, 266	---	Greek
PH279087	Nicomedia	TAM IV,1, 267	---	Greek
PH279088	Nicomedia	TAM IV,1, 268	---	Greek
PH279089	Nicomedia	TAM IV,1, 269	---	Greek
PH279090	Nicomedia	TAM IV,1, 270	---	Greek
PH279091	Nicomedia	TAM IV,1, 271	---	Greek
PH279092	Nicomedia	TAM IV,1, 272	---	Greek
PH279093	Nicomedia	TAM IV,1, 273	---	Greek
PH279094	Nicomedia	TAM IV,1, 274	---	Greek
PH279095	Nicomedia	TAM IV,1, 275	---	Latin
PH279096	Nicomedia	TAM IV,1, 276	---	Greek
PH279097	Nicomedia	TAM IV,1, 277	---	Greek
PH279098	Nicomedia	TAM IV,1, 278	---	Greek
PH279099	Nicomedia	TAM IV,1, 279	---	Greek
PH279100	Nicomedia	TAM IV,1, 280	---	Greek
PH279101	Nicomedia	TAM IV,1, 281	---	Greek
PH279102	Nicomedia	TAM IV,1, 282	---	Greek
PH279103	Nicomedia	TAM IV,1, 283	---	Greek
PH279104	Nicomedia	TAM IV,1, 284	---	Greek
PH279105	Nicomedia	TAM IV,1, 285	---	Greek
PH279106	Nicomedia	TAM IV,1, 286	---	Greek
PH279107	Nicomedia	TAM IV,1, 287	---	Greek
PH279108	Nicomedia	TAM IV,1, 288	---	Greek
PH279109	Nicomedia	TAM IV,1, 289	---	Greek
PH279110	Nicomedia	TAM IV,1, 290	---	Greek
PH279111	Nicomedia	TAM IV,1, 291	---	Greek
PH279112	Nicomedia	TAM IV,1, 292	---	Greek
PH279113	Nicomedia	TAM IV,1, 293	---	Greek
PH279114	Nicomedia	TAM IV,1, 294	---	Greek
PH279115	Nicomedia	TAM IV,1, 295	---	Greek
PH279116	Nicomedia	TAM IV,1, 296	---	Greek
PH279117	Nicomedia	TAM IV,1, 297	---	Greek
PH279118	Nicomedia	TAM IV,1, 298	---	Greek
PH279119	Nicomedia	TAM IV,1, 299	---	Greek
PH278823	Nicomedia	TAM IV,1, 3	---	Greek
PH279120	Nicomedia	TAM IV,1, 300	---	Greek
PH279121	Nicomedia	TAM IV,1, 301	---	Greek
PH279122	Nicomedia	TAM IV,1, 302	---	Greek
PH279123	Nicomedia	TAM IV,1, 303	---	Greek
PH279124	Nicomedia	TAM IV,1, 304	---	Greek
PH279125	Nicomedia	TAM IV,1, 305	---	Greek
PH279126	Nicomedia	TAM IV,1, 306	---	Greek
PH279127	Nicomedia	TAM IV,1, 307	---	Greek
PH279128	Nicomedia	TAM IV,1, 308	---	Greek
PH279129	Nicomedia	TAM IV,1, 309	---	Greek
PH279130	Nicomedia	TAM IV,1, 310	---	Greek
PH279131	Nicomedia	TAM IV,1, 311	---	Greek
PH279132	Nicomedia	TAM IV,1, 312	---	Greek
PH279133	Nicomedia	TAM IV,1, 313	---	Greek
PH279134	Nicomedia	TAM IV,1, 314	---	Greek
PH279135	Nicomedia	TAM IV,1, 315	---	Greek
PH279136	Nicomedia	TAM IV,1, 316	---	Greek
PH279137	Nicomedia	TAM IV,1, 317	---	Greek
PH279138	Nicomedia	TAM IV,1, 318	---	Greek
PH279139	Nicomedia	TAM IV,1, 319	---	Greek
PH278852	Nicomedia	TAM IV,1, 32	---	Greek
PH279140	Nicomedia	TAM IV,1, 320	---	Greek
PH279141	Nicomedia	TAM IV,1, 321	---	Greek
PH279142	Nicomedia	TAM IV,1, 322	---	Greek
PH279143	Nicomedia	TAM IV,1, 322 [1]	---	Greek
PH279144	Nicomedia	TAM IV,1, 322 [2]	---	Greek
PH279145	Nicomedia	TAM IV,1, 323	---	Greek
PH279146	Nicomedia	TAM IV,1, 324	---	Greek
PH279147	Nicomedia	TAM IV,1, 325	---	Greek
PH279148	Nicomedia	TAM IV,1, 326	---	Greek
PH279149	Nicomedia	TAM IV,1, 327	---	Greek
PH279150	Nicomedia	TAM IV,1, 328	---	Greek
PH279151	Nicomedia	TAM IV,1, 329	---	Greek
PH278853	Nicomedia	TAM IV,1, 33	---	Greek
PH279152	Nicomedia	TAM IV,1, 330	---	Greek
PH279153	Nicomedia	TAM IV,1, 331	---	Greek
PH279154	Nicomedia	TAM IV,1, 332	---	Greek
PH279155	Nicomedia	TAM IV,1, 333	---	Greek
PH279156	Nicomedia	TAM IV,1, 334	---	Greek
PH279157	Nicomedia	TAM IV,1, 335	---	Greek
PH279158	Nicomedia	TAM IV,1, 336	---	Greek
PH279159	Nicomedia	TAM IV,1, 337	---	Greek
PH279160	Nicomedia	TAM IV,1, 338	---	Greek
PH279161	Nicomedia	TAM IV,1, 339	---	Greek
PH279162	Nicomedia	TAM IV,1, 340	---	Greek
PH279163	Nicomedia	TAM IV,1, 341	---	Greek
PH279164	Nicomedia	TAM IV,1, 342	---	Latin
PH279165	Nicomedia	TAM IV,1, 343	---	Greek
PH279166	Nicomedia	TAM IV,1, 344	---	Greek
PH279167	Nicomedia	TAM IV,1, 345	---	Greek
PH279168	Nicomedia	TAM IV,1, 346	---	Greek
PH279169	Nicomedia	TAM IV,1, 347	---	Greek
PH279170	Nicomedia	TAM IV,1, 348	---	Greek
PH279171	Nicomedia	TAM IV,1, 349	---	Greek
PH278855	Nicomedia	TAM IV,1, 35	---	Greek
PH279172	Nicomedia	TAM IV,1, 350	---	Greek
PH279173	Nicomedia	TAM IV,1, 351	---	Greek
PH279174	Nicomedia	TAM IV,1, 352	---	Greek
PH279175	Nicomedia	TAM IV,1, 353	---	Greek
PH279176	Nicomedia	TAM IV,1, 354	---	Greek
PH279177	Nicomedia	TAM IV,1, 355	---	Greek
PH279178	Nicomedia	TAM IV,1, 356	---	Greek
PH279179	Nicomedia	TAM IV,1, 357	---	Greek
PH279180	Nicomedia	TAM IV,1, 358	---	Greek
PH279181	Nicomedia	TAM IV,1, 359	---	Greek
PH278856	Nicomedia	TAM IV,1, 36	---	Greek
PH279182	Nicomedia	TAM IV,1, 360	---	Greek
PH279183	Nicomedia	TAM IV,1, 361	---	Greek
PH279184	Nicomedia	TAM IV,1, 362	---	Greek
v279185	Nicomedia	TAM IV,1, 363	---	Greek
PH279186	Nicomedia	TAM IV,1, 364	---	Greek
PH279187	Nicomedia	TAM IV,1, 365	---	Greek
PH279188	Nicomedia	TAM IV,1, 366	---	Greek
PH279190	Nicomedia	TAM IV,1, 368	---	Greek
PH279191	Nicomedia	TAM IV,1, 369	---	Greek
PH278857	Nicomedia	TAM IV,1, 37	---	Greek
PH279192	Nicomedia	TAM IV,1, 370	---	Greek
PH279193	Nicomedia	TAM IV,1, 371	---	Greek
PH279194	Nicomedia	TAM IV,1, 372	---	Greek
PH279195	Nicomedia	TAM IV,1, 372a	---	Greek
PH279196	Nicomedia	TAM IV,1, 373	---	Greek
PH279197	Nicomedia	TAM IV,1, 374	---	Greek
PH279198	Nicomedia	TAM IV,1, 375	---	Greek
PH279199	Nicomedia	TAM IV,1, 376	---	Greek
PH279200	Nicomedia	TAM IV,1, 377	---	Greek
PH279201	Nicomedia	TAM IV,1, 378	---	Greek
PH279202	Nicomedia	TAM IV,1, 379	---	Greek
PH278858	Nicomedia	TAM IV,1, 38	---	Greek
PH279203	Nicomedia	TAM IV,1, 380	---	Greek
PH279204	Nicomedia	TAM IV,1, 381	---	Greek
PH279205	Nicomedia	TAM IV,1, 382	---	Greek
PH279206	Nicomedia	TAM IV,1, 383	---	Greek
PH279207	Nicomedia	TAM IV,1, 384	---	Greek
PH279208	Nicomedia	TAM IV,1, 385	---	Greek
PH279209	Nicomedia	TAM IV,1, 386	---	Greek
PH279210	Nicomedia	TAM IV,1, 387	---	Greek
PH279211	Nicomedia	TAM IV,1, 388	---	Greek
PH279212	Nicomedia	TAM IV,1, 389	---	Greek
PH278859	Nicomedia	TAM IV,1, 39	---	Greek
PH279213	Nicomedia	TAM IV,1, 390	---	Greek
PH279214	Nicomedia	TAM IV,1, 391	---	Greek
PH279215	Nicomedia	TAM IV,1, 392	---	Greek
PH279216	Nicomedia	TAM IV,1, 393	---	Latin
PH279217	Nicomedia	TAM IV,1, 394	---	Greek
PH279218	Nicomedia	TAM IV,1, 395	---	Greek
PH279219	Nicomedia	TAM IV,1, 396	---	Greek
PH279220	Nicomedia	TAM IV,1, 397	---	Greek
PH279221	Nicomedia	TAM IV,1, 398	---	Greek
PH279222	Nicomedia	TAM IV,1, 399	---	Greek
PH278860	Nicomedia	TAM IV,1, 40	---	Greek
PH279223	Nicomedia	TAM IV,1, 400	---	Greek
PH279224	Nicomedia	TAM IV,1, 401	---	Greek
PH279225	Nicomedia	TAM IV,1, 402	---	Greek
PH279226	Nicomedia	TAM IV,1, 403	---	Latin
PH278861	Nicomedia	TAM IV,1, 41, A	---	Greek
PH278862	Nicomedia	TAM IV,1, 41, B	---	Greek
PH278863	Nicomedia	TAM IV,1, 42	---	Greek
PH278864	Nicomedia	TAM IV,1, 43	---	Greek
PH278865	Nicomedia	TAM IV,1, 44	---	Greek
PH278866	Nicomedia	TAM IV,1, 45	---	Greek
PH278867	Nicomedia	TAM IV,1, 46	---	Greek
PH278868	Nicomedia	TAM IV,1, 47	---	Greek
PH278869	Nicomedia	TAM IV,1, 48	---	Greek
PH278872	Nicomedia	TAM IV,1, 51	---	Greek
PH278873	Nicomedia	TAM IV,1, 52	---	Greek
PH278874	Nicomedia	TAM IV,1, 53	---	Greek
PH278876	Nicomedia	TAM IV,1, 55	---	Greek
PH278877	Nicomedia	TAM IV,1, 56	---	Greek
PH278879	Nicomedia	TAM IV,1, 58	---	Greek
PH278826	Nicomedia	TAM IV,1, 6	---	Greek
PH278882	Nicomedia	TAM IV,1, 61	---	Greek
PH278883	Nicomedia	TAM IV,1, 62	---	Greek
PH278885	Nicomedia	TAM IV,1, 64	---	Greek
PH278886	Nicomedia	TAM IV,1, 65	---	Greek
PH278887	Nicomedia	TAM IV,1, 66	---	Greek
PH278889	Nicomedia	TAM IV,1, 68	---	Greek
PH278890	Nicomedia	TAM IV,1, 69	---	Greek
PH278827	Nicomedia	TAM IV,1, 7	---	Greek
