"","ikey","Location","Source","Chronological.Frame","Language"
"2223","PH280051","Prusias ad Hypium","IK Prusias ad Hypium 113","---","Greek"
"2224","PH280052","Prusias ad Hypium","IK Prusias ad Hypium 114","---","Greek"
"2225","PH280053","Prusias ad Hypium","IK Prusias ad Hypium 115","---","Greek"
"2226","PH280054","Prusias ad Hypium","IK Prusias ad Hypium 116","---","Greek"
"2227","PH280055","Prusias ad Hypium","IK Prusias ad Hypium 117","---","Greek"
"2228","PH280056","Prusias ad Hypium","IK Prusias ad Hypium 118","---","Greek"
"2229","PH280073","Prusias ad Hypium","IK Prusias ad Hypium 135","---","Greek"
"2230","PH280075","Prusias ad Hypium","IK Prusias ad Hypium 137","---","Greek"
"2231","PH280076","Prusias ad Hypium","IK Prusias ad Hypium 138","---","Greek"
"2232","PH280077","Prusias ad Hypium","IK Prusias ad Hypium 139","---","Latin"
"2233","PH279953","Prusias ad Hypium","IK Prusias ad Hypium 14","---","Greek"
"2234","PH280078","Prusias ad Hypium","IK Prusias ad Hypium 140","---","Greek"
"2235","PH280079","Prusias ad Hypium","IK Prusias ad Hypium 141","---","Greek"
"2236","PH280080","Prusias ad Hypium","IK Prusias ad Hypium 142","---","Greek"
"2237","PH280081","Prusias ad Hypium","IK Prusias ad Hypium 143","---","Greek"
"2238","PH280082","Prusias ad Hypium","IK Prusias ad Hypium 144","---","Greek"
"2239","PH280083","Prusias ad Hypium","IK Prusias ad Hypium 145","---","Greek"
"2240","PH280084","Prusias ad Hypium","IK Prusias ad Hypium 146","---","Greek"
"2241","PH280085","Prusias ad Hypium","IK Prusias ad Hypium 147","---","Greek"
"2242","PH280086","Prusias ad Hypium","IK Prusias ad Hypium 148","---","Greek"
"2243","PH280087","Prusias ad Hypium","IK Prusias ad Hypium 149","---","Greek"
"2244","PH279954","Prusias ad Hypium","IK Prusias ad Hypium 15","---","Greek"
"2245","PH280088","Prusias ad Hypium","IK Prusias ad Hypium 150","---","Greek"
"2246","PH280089","Prusias ad Hypium","IK Prusias ad Hypium 151","---","Greek"
"2247","PH280090","Prusias ad Hypium","IK Prusias ad Hypium 152","---","Greek"
"2248","PH280091","Prusias ad Hypium","IK Prusias ad Hypium 153","---","Greek"
"2249","PH280092","Prusias ad Hypium","IK Prusias ad Hypium 154","---","Latin"
"2250","PH280093","Prusias ad Hypium","IK Prusias ad Hypium 155","---","Greek"
"2251","PH280094","Prusias ad Hypium","IK Prusias ad Hypium 156","---","Greek"
"2252","PH280095","Prusias ad Hypium","IK Prusias ad Hypium 157","---","Greek"
"2253","PH280096","Prusias ad Hypium","IK Prusias ad Hypium 158","---","Greek"
"2254","PH280097","Prusias ad Hypium","IK Prusias ad Hypium 159","---","Greek"
"2255","PH280098","Prusias ad Hypium","IK Prusias ad Hypium 160","---","Greek"
"2256","PH280099","Prusias ad Hypium","IK Prusias ad Hypium 161","---","Greek"
"2257","PH280101","Prusias ad Hypium","IK Prusias ad Hypium 163","---","Greek"
"2258","PH280102","Prusias ad Hypium","IK Prusias ad Hypium 164","---","Greek"
"2259","PH280103","Prusias ad Hypium","IK Prusias ad Hypium 165","---","Greek"
"2260","PH280104","Prusias ad Hypium","IK Prusias ad Hypium 166","---","Greek"
"2261","PH280105","Prusias ad Hypium","IK Prusias ad Hypium 167","---","Greek"
"2262","PH280106","Prusias ad Hypium","IK Prusias ad Hypium 168","---","Greek"
"2263","PH279956","Prusias ad Hypium","IK Prusias ad Hypium 17","---","Greek"
"2264","PH279961","Prusias ad Hypium","IK Prusias ad Hypium 22","---","Greek"
"2265","PH279962","Prusias ad Hypium","IK Prusias ad Hypium 23","---","Greek"
"2266","PH279963","Prusias ad Hypium","IK Prusias ad Hypium 24","---","Greek"
"2267","PH279964","Prusias ad Hypium","IK Prusias ad Hypium 25","---","Greek"
"2268","PH279965","Prusias ad Hypium","IK Prusias ad Hypium 26","---","Greek"
"2269","PH279966","Prusias ad Hypium","IK Prusias ad Hypium 27","---","Greek"
"2270","PH279967","Prusias ad Hypium","IK Prusias ad Hypium 28","---","Greek"
"2271","PH279969","Prusias ad Hypium","IK Prusias ad Hypium 30","---","Greek"
"2272","PH279943","Prusias ad Hypium","IK Prusias ad Hypium 4","---","Greek"
"2273","PH279985","Prusias ad Hypium","IK Prusias ad Hypium 46","---","Greek"
"2274","PH279987","Prusias ad Hypium","IK Prusias ad Hypium 48","---","Greek"
"2275","PH279988","Prusias ad Hypium","IK Prusias ad Hypium 49","---","Greek"
"2276","PH279944","Prusias ad Hypium","IK Prusias ad Hypium 5","---","Greek"
"2277","PH279990","Prusias ad Hypium","IK Prusias ad Hypium 51","---","Greek"
"2278","PH279991","Prusias ad Hypium","IK Prusias ad Hypium 52","---","Greek"
"2279","PH279992","Prusias ad Hypium","IK Prusias ad Hypium 53","---","Greek"
"2280","PH279993","Prusias ad Hypium","IK Prusias ad Hypium 54","---","Greek"
"2281","PH279996","Prusias ad Hypium","IK Prusias ad Hypium 57","---","Greek"
"2282","PH279997","Prusias ad Hypium","IK Prusias ad Hypium 58","---","Greek"
"2283","PH279998","Prusias ad Hypium","IK Prusias ad Hypium 59","---","Greek"
"2284","PH279999","Prusias ad Hypium","IK Prusias ad Hypium 60","---","Greek"
"2285","PH280000","Prusias ad Hypium","IK Prusias ad Hypium 61","---","Greek"
"2286","PH280001","Prusias ad Hypium","IK Prusias ad Hypium 62","---","Greek"
"2287","PH280002","Prusias ad Hypium","IK Prusias ad Hypium 63","---","Greek"
"2288","PH280003","Prusias ad Hypium","IK Prusias ad Hypium 64","---","Greek"
"2289","PH280004","Prusias ad Hypium","IK Prusias ad Hypium 65","---","Greek"
"2290","PH280005","Prusias ad Hypium","IK Prusias ad Hypium 67","---","Greek"
"2291","PH280006","Prusias ad Hypium","IK Prusias ad Hypium 68","---","Greek"
"2292","PH280007","Prusias ad Hypium","IK Prusias ad Hypium 69","---","Greek"
"2293","PH280008","Prusias ad Hypium","IK Prusias ad Hypium 70","---","Greek"
"2294","PH280009","Prusias ad Hypium","IK Prusias ad Hypium 71","---","Greek"
"2295","PH280010","Prusias ad Hypium","IK Prusias ad Hypium 72","---","Greek"
"2296","PH280011","Prusias ad Hypium","IK Prusias ad Hypium 73","---","Greek"
"2297","PH280012","Prusias ad Hypium","IK Prusias ad Hypium 74","---","Greek"
"2298","PH280013","Prusias ad Hypium","IK Prusias ad Hypium 75","---","Greek"
"2299","PH280014","Prusias ad Hypium","IK Prusias ad Hypium 76","---","Greek"
"2300","PH280015","Prusias ad Hypium","IK Prusias ad Hypium 77","---","Greek"
"2301","PH280017","Prusias ad Hypium","IK Prusias ad Hypium 80","---","Greek"
"2302","PH280018","Prusias ad Hypium","IK Prusias ad Hypium 81","---","Greek"
"2303","PH280019","Prusias ad Hypium","IK Prusias ad Hypium 82","---","Greek"
"2304","PH280020","Prusias ad Hypium","IK Prusias ad Hypium 83","---","Greek"
"2305","PH280021","Prusias ad Hypium","IK Prusias ad Hypium 84","---","Greek"
"2306","PH280023","Prusias ad Hypium","IK Prusias ad Hypium 86","---","Greek"
"2307","PH280024","Prusias ad Hypium","IK Prusias ad Hypium 87","---","Greek"
"2308","PH280025","Prusias ad Hypium","IK Prusias ad Hypium 88","---","Greek"
"2309","PH280026","Prusias ad Hypium","IK Prusias ad Hypium 89","---","Greek"
"2310","PH280028","Prusias ad Hypium","IK Prusias ad Hypium 91","---","Greek"
"2311","PH280029","Prusias ad Hypium","IK Prusias ad Hypium 92","---","Greek"
"2312","PH280030","Prusias ad Hypium","IK Prusias ad Hypium 93","---","Greek"
"2313","PH280031","Prusias ad Hypium","IK Prusias ad Hypium 94","---","Greek"
"2314","PH280032","Prusias ad Hypium","IK Prusias ad Hypium 95","---","Greek"
"2315","PH280033","Prusias ad Hypium","IK Prusias ad Hypium 96","---","Greek"
"2316","PH280034","Prusias ad Hypium","IK Prusias ad Hypium 97","---","Greek"
"2317","PH280035","Prusias ad Hypium","IK Prusias ad Hypium 98","---","Greek"
"2318","PH280036","Prusias ad Hypium","IK Prusias ad Hypium 99","---","Greek"
"2319","","Prusias ad Hypium","ILS 8868","---","Greek"
"2320","PH279916","Prusias ad Hypium","SEG 38: 1277","---","Greek"
"2321","PH279925","Prusias ad Mare","SEG 41: 1094","Roman period","Greek"
"2322","PH277728","Prusias ad Mare","IK Kios 49","Roman Imp. period","Greek"
"2323","","Prusias ad Mare","SEG 49: 1787","---","Greek"
"2324","PH277787","Prusias ad Mare","IK Kios 109","Middle Roman Imp. period","Greek"
"2325","PH277716","Prusias ad Mare","IK Kios 37","mid - end of 3rd c. AD","Greek"
"2326","PH277727","Prusias ad Mare","IK Kios 48","Late Roman Imp. period","Greek"
"2327","PH277734","Prusias ad Mare","IK Kios 55","Late Roman Imp. period","Greek"
"2328","PH277778","Prusias ad Mare","IK Kios 100","Late Roman Imp. p.","Greek"
"2329","PH277701","Prusias ad Mare","IK Kios 22","Late Hellenistic/                 Early Roman imp. period","Greek"
"2330","PH277700","Prusias ad Mare","IK Kios 21","Late Hellenistic/                  Early Roman imp. period","Greek"
"2331","","Prusias ad Mare","SEG 44: 1003; Aderg 2 (1994) p. 119-120, no.1","Late Hellenistic","Greek"
"2332","","Prusias ad Mare","SEG 44: 1004; Aderg 2 (1994) p. 120, no.2","Late Hellenistic","Greek"
"2333","PH277773","Prusias ad Mare","IK Kios 95","Early/Middle Roman Imp. p.","Greek"
"2334","PH277798","Prusias ad Mare","IK Kios 120","Early Byzantine period","Greek"
"2335","PH277681","Prusias ad Mare","IK Kios 2","ca. 360 BC","Greek"
"2336","PH279934","Prusias ad Mare","SEG 42: 1111","ca. 200 AD","Greek"
"2337","","Prusias ad Mare","SEG 61: 1044","after 212 AD","Greek"
"2338","PH277795","Prusias ad Mare","IK Kios 117","AD","Greek"
"2339","PH277796","Prusias ad Mare","IK Kios 118","AD","Greek"
"2340","PH277797","Prusias ad Mare","IK Kios 119","AD","Greek"
"2341","PH277688","Prusias ad Mare","IK Kios 9","84-96 AD","Greek"
"2342","PH277693","Prusias ad Mare","IK Kios 14","78 AD","Greek"
"2343","PH277680","Prusias ad Mare","IK Kios 1","4th c. BC","Greek"
"2344","PH277704","Prusias ad Mare","IK Kios 25","4th c. BC","Greek"
"2345","PH277755","Prusias ad Mare","IK Kios 77","4th c. AD","Greek"
"2346","PH277702","Prusias ad Mare","IK Kios 23","3rd c. BC","Greek"
"2347","PH277785","Prusias ad Mare","IK Kios 107","3rd - 4th c. AD","Greek"
"2348","","Prusias ad Mare","SEG 61: 1042","2nd/early 3rd century AD","Greek"
"2349","","Prusias ad Mare","SEG 61: 1043","2nd/early 3rd century AD","Greek"
"2350","PH277737","Prusias ad Mare","IK Kios 58","2nd c. BC?","Greek"
"2351","PH277696","Prusias ad Mare","IK Kios 17","2nd c. BC","Greek"
"2352","PH277790","Prusias ad Mare","IK Kios 112","2nd c. AD","Greek"
"2353","PH277710","Prusias ad Mare","IK Kios 31","2nd c. AD","Greek"
"2354","PH277724","Prusias ad Mare","IK Kios 45","2nd c. AD","Greek"
"2355","PH277759","Prusias ad Mare","IK Kios 81","2nd c. AD","Greek"
"2356","PH277766","Prusias ad Mare","IK Kios 88","2nd c. AD","Greek"
"2357","PH279926","Prusias ad Mare","SEG 41: 1095","2nd c. AD","Greek"
"2358","PH277718","Prusias ad Mare","IK Kios 39","2nd - 3rd c. AD","Greek"
"2359","PH279924","Prusias ad Mare","SEG 41: 1093","2nd - 3rd c. AD","Greek"
"2360","PH277686","Prusias ad Mare","IK Kios 7","286/287 AD","Greek"
"2361","PH277776","Prusias ad Mare","IK Kios 98","281 or 190 BC?","Greek"
"2362","HD051473","Prusias ad Mare","AE 2000, 1362","251-253 AD","Latin"
"2363","PH277697","Prusias ad Mare","IK Kios 18","241 BC","Greek"
"2364","PH277793","Prusias ad Mare","IK Kios 115","212-217 AD","Greek"
"2365","PH277780","Prusias ad Mare","IK Kios 102","1st c. BC?","Greek"
"2366","PH277698","Prusias ad Mare","IK Kios 19","1st c. BC?","Greek"
"2367","PH277707","Prusias ad Mare","IK Kios 28","1st c. BC?","Greek"
"2368","PH277753","Prusias ad Mare","IK Kios 75","1st c. BC","Greek"
"2369","PH277758","Prusias ad Mare","IK Kios 80","1st c. AD","Greek"
"2370","PH279929","Prusias ad Mare","SEG 41: 1098","1st c. AD","Greek"
"2371","PH277694","Prusias ad Mare","IK Kios 15","159 AD","Greek"
"2372","PH277738","Prusias ad Mare","IK Kios 59","150-100 BC","Greek"
"2373","PH277706","Prusias ad Mare","IK Kios 27","138/139 AD","Greek"
"2374","PH277691","Prusias ad Mare","IK Kios 12","117-138 AD","Greek"
"2375","PH277692","Prusias ad Mare","IK Kios 13","117-138 AD","Greek"
"2376","PH277695","Prusias ad Mare","IK Kios 16","108/109 AD","Greek"
"2377","","Prusias ad Mare","AE 1998, 1287","---","Greek"
"2378","PH277689","Prusias ad Mare","IK Kios 10","---","Greek"
"2379","PH277779","Prusias ad Mare","IK Kios 101","---","Greek"
"2380","PH277781","Prusias ad Mare","IK Kios 103","---","Greek"
"2381","PH277782","Prusias ad Mare","IK Kios 104","---","Greek"
"2382","PH277783","Prusias ad Mare","IK Kios 105","---","Greek"
"2383","PH277784","Prusias ad Mare","IK Kios 106","---","Greek"
"2384","PH277786","Prusias ad Mare","IK Kios 108","---","Greek"
"2385","PH277690","Prusias ad Mare","IK Kios 11","---","Greek"
"2386","PH277788","Prusias ad Mare","IK Kios 110","---","Greek"
"2387","PH277789","Prusias ad Mare","IK Kios 111","---","Greek"
"2388","PH277791","Prusias ad Mare","IK Kios 113","---","Greek"
"2389","PH277792","Prusias ad Mare","IK Kios 114","---","Greek"
"2390","PH277794","Prusias ad Mare","IK Kios 116","---","Greek"
"2391","PH277699","Prusias ad Mare","IK Kios 20","---","Greek"
"2392","PH277703","Prusias ad Mare","IK Kios 24","---","Greek"
"2393","PH277705","Prusias ad Mare","IK Kios 26","---","Greek"
"2394","PH277708","Prusias ad Mare","IK Kios 29","---","Greek"
"2395","PH277682","Prusias ad Mare","IK Kios 3","---","Greek"
"2396","PH277709","Prusias ad Mare","IK Kios 30","---","Greek"
"2397","PH277711","Prusias ad Mare","IK Kios 32","---","Greek"
"2398","PH277712","Prusias ad Mare","IK Kios 33","---","Greek"
"2399","PH277713","Prusias ad Mare","IK Kios 34","---","Greek"
"2400","PH277714","Prusias ad Mare","IK Kios 35","---","Greek"
"2401","PH277715","Prusias ad Mare","IK Kios 36","---","Greek"
"2402","PH277717","Prusias ad Mare","IK Kios 38","---","Greek"
"2403","PH277683","Prusias ad Mare","IK Kios 4","---","Greek"
"2404","PH277719","Prusias ad Mare","IK Kios 40","---","Greek"
"2405","PH277720","Prusias ad Mare","IK Kios 41","---","Greek"
"2406","PH277721","Prusias ad Mare","IK Kios 42","---","Greek"
"2407","PH277722","Prusias ad Mare","IK Kios 43","---","Greek"
"2408","PH277723","Prusias ad Mare","IK Kios 44","---","Greek"
"2409","PH277725","Prusias ad Mare","IK Kios 46","---","Latin"
"2410","PH277726","Prusias ad Mare","IK Kios 47","---","Greek"
"2411","PH277684","Prusias ad Mare","IK Kios 5","---","Greek"
"2412","PH277729","Prusias ad Mare","IK Kios 50","---","Greek"
"2413","PH277730","Prusias ad Mare","IK Kios 51","---","Greek"
"2414","PH277731","Prusias ad Mare","IK Kios 52","---","Greek"
"2415","PH277732","Prusias ad Mare","IK Kios 53","---","Greek"
"2416","PH277733","Prusias ad Mare","IK Kios 54","---","Greek"
"2417","PH277735","Prusias ad Mare","IK Kios 56","---","Greek"
"2418","PH277736","Prusias ad Mare","IK Kios 57","---","Greek"
"2419","PH277685","Prusias ad Mare","IK Kios 6","---","Greek"
"2420","PH277739","Prusias ad Mare","IK Kios 60","---","Greek"
"2421","PH277740","Prusias ad Mare","IK Kios 61","---","Greek"
"2422","PH277741","Prusias ad Mare","IK Kios 62","---","Greek"
"2423","PH277742","Prusias ad Mare","IK Kios 63","---","Greek"
"2424","PH277743","Prusias ad Mare","IK Kios 64","---","Greek"
"2425","PH277744","Prusias ad Mare","IK Kios 65","---","Greek"
"2426","PH277745","Prusias ad Mare","IK Kios 66","---","Greek"
"2427","PH277746","Prusias ad Mare","IK Kios 67","---","Greek"
"2428","PH277747","Prusias ad Mare","IK Kios 68","---","Greek"
"2429","PH277748","Prusias ad Mare","IK Kios 69","---","Greek"
"2430","PH277749","Prusias ad Mare","IK Kios 70","---","Greek"
"2431","PH277750","Prusias ad Mare","IK Kios 71","---","Greek"
"2432","PH277751","Prusias ad Mare","IK Kios 72","---","Greek"
"2433","PH277752","Prusias ad Mare","IK Kios 73","---","Greek"
"2434","PH277754","Prusias ad Mare","IK Kios 76","---","Greek"
"2435","PH277756","Prusias ad Mare","IK Kios 78","---","Greek"
"2436","PH277757","Prusias ad Mare","IK Kios 79","---","Greek"
"2437","PH277687","Prusias ad Mare","IK Kios 8","---","Greek"
"2438","PH277760","Prusias ad Mare","IK Kios 82","---","Greek"
"2439","PH277761","Prusias ad Mare","IK Kios 83","---","Greek"
"2440","PH277762","Prusias ad Mare","IK Kios 84","---","Greek"
"2441","PH277763","Prusias ad Mare","IK Kios 85","---","Greek"
"2442","PH277764","Prusias ad Mare","IK Kios 86","---","Greek"
"2443","PH277765","Prusias ad Mare","IK Kios 87","---","Greek"
"2444","PH277767","Prusias ad Mare","IK Kios 89","---","Greek"
"2445","PH277768","Prusias ad Mare","IK Kios 90","---","Greek"
"2446","PH277769","Prusias ad Mare","IK Kios 91","---","Greek"
"2447","PH277770","Prusias ad Mare","IK Kios 92","---","Greek"
"2448","PH277771","Prusias ad Mare","IK Kios 93","---","Greek"
"2449","PH277772","Prusias ad Mare","IK Kios 94","---","Greek"
"2450","PH277774","Prusias ad Mare","IK Kios 96","---","Greek"
"2451","PH277775","Prusias ad Mare","IK Kios 97","---","Greek"
"2452","PH277777","Prusias ad Mare","IK Kios 99","---","Greek"
"2453","PH279914","Prusias ad Mare","SEG 38: 1275","---","Greek"
"2454","PH279927","Prusias ad Mare","SEG 41: 1096","---","Greek"
"2455","PH279928","Prusias ad Mare","SEG 41: 1097","---","Greek"
"2456","","Prusias ad Mare (Keramed)","SEG 48: 1498; BCH 24, 385, 41","AD 288/289 ","Greek"
"2457","PH278536","Prusias ad Olympum","IK Prusa ad Olympum 45","Roman period","Greek"
"2458","PH278742","Prusias ad Olympum","IK Prusa ad Olympum 1023","Roman Imp. period ?","Greek"
"2459","PH278743","Prusias ad Olympum","IK Prusa ad Olympum 1024","Roman Imp. period ?","Greek"
"2460","PH278750","Prusias ad Olympum","IK Prusa ad Olympum 1031","Roman Imp. period","Greek"
"2461","PH278801","Prusias ad Olympum","IK Prusa ad Olympum 1082","Roman Imp. period","Greek"
"2462","PH278804","Prusias ad Olympum","IK Prusa ad Olympum 1085","Roman Imp. period","Greek"
"2463","PH278805","Prusias ad Olympum","IK Prusa ad Olympum 1086","Roman Imp. period","Greek"
"2464","PH278811","Prusias ad Olympum","IK Prusa ad Olympum 1092","Roman Imp. period","Greek"
"2465","PH278602","Prusias ad Olympum","IK Prusa ad Olympum 112","Roman Imp. period","Greek"
"2466","PH278678","Prusias ad Olympum","IK Prusa ad Olympum 189","Roman Imp. period","Greek"
"2467","PH278679","Prusias ad Olympum","IK Prusa ad Olympum 190","Roman Imp. period","Greek"
"2468","PH278688","Prusias ad Olympum","IK Prusa ad Olympum 198","Roman Imp. period","Greek"
"2469","PH278699","Prusias ad Olympum","IK Prusa ad Olympum 209","Roman Imp. period","Greek"
"2470","PH278540","Prusias ad Olympum","IK Prusa ad Olympum 49","Roman Imp. period","Greek"
"2471","PH278542","Prusias ad Olympum","IK Prusa ad Olympum 51","Roman Imp. period","Greek"
"2472","PH278558","Prusias ad Olympum","IK Prusa ad Olympum 68","Roman Imp. period","Greek"
"2473","PH278685","Prusias ad Olympum","IK Prusa ad Olympum 196","mid - end of 2nd c. AD","Greek"
"2474","PH278686","Prusias ad Olympum","IK Prusa ad Olympum 196,Add","mid - end of 2nd c. AD","Greek"
"2475","PH278539","Prusias ad Olympum","IK Prusa ad Olympum 48","mid - end of 2nd c. AD","Greek"
"2476","PH278739","Prusias ad Olympum","IK Prusa ad Olympum 1020","Late Hellenistic/                Early Roman Imp. period","Greek"
"2477","PH278724","Prusias ad Olympum","IK Prusa ad Olympum 1005","Late Hellenistic/                 Early Roman Imp. period","Greek"
"2478","PH278732","Prusias ad Olympum","IK Prusa ad Olympum 1013","Late Hellenistic/                 Early Roman Imp. period","Greek"
"2479","PH278740","Prusias ad Olympum","IK Prusa ad Olympum 1021","Late Hellenistic/                 Early Roman Imp. period","Greek"
"2480","PH278744","Prusias ad Olympum","IK Prusa ad Olympum 1025","Late Hellenistic/                 Early Roman Imp. period","Greek"
"2481","PH278752","Prusias ad Olympum","IK Prusa ad Olympum 1033","Late Hellenistic/                 Early Roman Imp. period","Greek"
"2482","PH278736","Prusias ad Olympum","IK Prusa ad Olympum 1017","Late Hellenistic/                  Early Roman Imp. period","Greek"
"2483","PH278747","Prusias ad Olympum","IK Prusa ad Olympum 1028","Late Hellenistic/                   Early Roman Imp. period","Greek"
"2484","PH278552","Prusias ad Olympum","IK Prusa ad Olympum 62","Late Hellenistic period","Greek"
"2485","","Prusias ad Olympum","SEG 60: 1356","late 3rd century AD","Greek"
"2486","","Prusias ad Olympum","SEG 60: 1352","late 2nd century AD ?","Greek"
"2487","","Prusias ad Olympum","SEG 60: 1353","late 2nd century AD ?","Greek"
"2488","PH278599","Prusias ad Olympum","IK Prusa ad Olympum 109","late 2nd c. AD","Greek"
"2489","PH278581","Prusias ad Olympum","IK Prusa ad Olympum 91","late 2nd c. AD","Greek"
"2490","PH278717","Prusias ad Olympum","IK Prusa ad Olympum 227","end of the 2nd c. AD","Greek"
"2491","PH278577","Prusias ad Olympum","IK Prusa ad Olympum 87","end of the 2nd c. AD","Greek"
"2492","PH278533","Prusias ad Olympum","IK Prusa ad Olympum 42","end of the 2nd - 3rd c. AD","Greek"
"2493","PH278726","Prusias ad Olympum","IK Prusa ad Olympum 1007","Early/Middle Roman Imp. p.","Greek"
"2494","PH278748","Prusias ad Olympum","IK Prusa ad Olympum 1029","Early Roman Imp. period","Greek"
"2495","PH278749","Prusias ad Olympum","IK Prusa ad Olympum 1030","Early Roman Imp. period","Greek"
"2496","PH278760","Prusias ad Olympum","IK Prusa ad Olympum 1041","Early Roman Imp. period","Greek"
"2497","","Prusias ad Olympum","SEG 49: 1798","early Byzantine period","Greek"
"2498","PH278815","Prusias ad Olympum","IK Prusa ad Olympum 1096","Byzantine period","Greek"
"2499","PH278817","Prusias ad Olympum","IK Prusa ad Olympum 1098","Byzantine period","Greek"
"2500","PH278818","Prusias ad Olympum","IK Prusa ad Olympum 1099","Byzantine period","Greek"
"2501","PH278819","Prusias ad Olympum","IK Prusa ad Olympum 1100","Byzantine period","Greek"
"2502","PH278702","Prusias ad Olympum","IK Prusa ad Olympum 212","Byzantine period","Greek"
"2503","PH278703","Prusias ad Olympum","IK Prusa ad Olympum 213","Byzantine period","Greek"
"2504","PH278704","Prusias ad Olympum","IK Prusa ad Olympum 214","Byzantine period","Greek"
"2505","PH278706","Prusias ad Olympum","IK Prusa ad Olympum 216","Byzantine period","Greek"
"2506","PH278707","Prusias ad Olympum","IK Prusa ad Olympum 217","Byzantine period","Greek"
"2507","PH278708","Prusias ad Olympum","IK Prusa ad Olympum 218","Byzantine period","Greek"
"2508","PH278709","Prusias ad Olympum","IK Prusa ad Olympum 219","Byzantine period","Greek"
"2509","PH278710","Prusias ad Olympum","IK Prusa ad Olympum 220","Byzantine period","Greek"
"2510","PH278711","Prusias ad Olympum","IK Prusa ad Olympum 221","Byzantine period","Greek"
"2511","PH278712","Prusias ad Olympum","IK Prusa ad Olympum 222","Byzantine period","Greek"
"2512","PH278713","Prusias ad Olympum","IK Prusa ad Olympum 223","Byzantine period","Greek"
"2513","PH278714","Prusias ad Olympum","IK Prusa ad Olympum 224","Byzantine period","Greek"
"2514","PH278715","Prusias ad Olympum","IK Prusa ad Olympum 225","Byzantine period","Greek"
"2515","PH278492","Prusias ad Olympum","IK Prusa ad Olympum 1","beg. of the 2nd c. BC","Greek"
"2516","PH278720","Prusias ad Olympum","IK Prusa ad Olympum 1001","after 171 BC, ca. 188 BC","Greek"
"2517","","Prusias ad Olympum","SEG 58: 1449","AD 84 - 96 ","Greek"
"2518","PH278499","Prusias ad Olympum","IK Prusa ad Olympum 8","98-117 AD","Greek"
"2519","PH278588","Prusias ad Olympum","IK Prusa ad Olympum 98","98-117 AD","Greek"
"2520","PH278493","Prusias ad Olympum","IK Prusa ad Olympum 2","88-67 BC","Greek"
"2521","","Prusias ad Olympum","SEG 49: 1799","7th century AD","Greek"
"2522","PH279809","Prusias ad Olympum","SEG 31: 1071","78 AD","Greek"
"2523","PH278500","Prusias ad Olympum","IK Prusa ad Olympum 9","77-78 AD","Latin"
"2524","","Prusias ad Olympum","AE 2003, 1652","6th c. AD","Greek"
"2525","PH278549","Prusias ad Olympum","IK Prusa ad Olympum 58","6th c. AD","Greek"
"2526","","Prusias ad Olympum","AE 2003, 1651","5th - 6th C AD","Greek"
"2527","PH278816","Prusias ad Olympum","IK Prusa ad Olympum 1097","508 AD","Greek"
"2528","PH278814","Prusias ad Olympum","IK Prusa ad Olympum 1095","4th - 6th c. AD","Greek"
"2529","","Prusias ad Olympum","SEG 60: 1357","3rd century AD ?","Greek"
"2530","","Prusias ad Olympum","SEG 58: 1451","3rd century AD","Greek"
"2531","PH278632","Prusias ad Olympum","IK Prusa ad Olympum 143","3rd c. BC","Greek"
"2532","PH278655","Prusias ad Olympum","IK Prusa ad Olympum 167","3rd c. BC","Greek"
"2533","PH278767","Prusias ad Olympum","IK Prusa ad Olympum 1048","3rd c. AD?","Greek"
"2534","PH278796","Prusias ad Olympum","IK Prusa ad Olympum 1077","3rd c. AD?","Greek"
"2535","PH278737","Prusias ad Olympum","IK Prusa ad Olympum 1018","3rd c. AD (after 211 AD)","Greek"
"2536","PH278788","Prusias ad Olympum","IK Prusa ad Olympum 1069","3rd c. AD","Greek"
"2537","PH278628","Prusias ad Olympum","IK Prusa ad Olympum 138","3rd c. AD","Greek"
"2538","PH278651","Prusias ad Olympum","IK Prusa ad Olympum 163","3rd c. AD","Greek"
"2539","PH278791","Prusias ad Olympum","IK Prusa ad Olympum 1072","3rd - 4th c. AD","Greek"
"2540","PH278803","Prusias ad Olympum","IK Prusa ad Olympum 1084","3rd - 4th c. AD","Greek"
"2541","PH278544","Prusias ad Olympum","IK Prusa ad Olympum 53","3rd - 4th c. AD","Greek"
"2542","PH278545","Prusias ad Olympum","IK Prusa ad Olympum 54","3rd - 4th c. AD","Greek"
"2543","","Prusias ad Olympum","SEG 58: 1450","2nd/3rd century AD","Greek"
"2544","","Prusias ad Olympum","SEG 60: 1354","2nd century AD ?","Greek"
"2545","","Prusias ad Olympum","SEG 60: 1355","2nd century AD ?","Greek"
"2546","","Prusias ad Olympum","SEG 60: 1350","2nd century AD","Greek"
"2547","","Prusias ad Olympum","SEG 60: 1351","2nd century AD","Greek"
"2548","PH278738","Prusias ad Olympum","IK Prusa ad Olympum 1019","2nd c. BC","Greek"
"2549","PH278630","Prusias ad Olympum","IK Prusa ad Olympum 140","2nd c. BC","Greek"
"2550","PH278631","Prusias ad Olympum","IK Prusa ad Olympum 141","2nd c. BC","Greek"
"2551","PH278633","Prusias ad Olympum","IK Prusa ad Olympum 144","2nd c. BC","Greek"
"2552","PH278745","Prusias ad Olympum","IK Prusa ad Olympum 1026","2nd c. AD?","Greek"
"2553","PH278777","Prusias ad Olympum","IK Prusa ad Olympum 1058","2nd c. AD?","Greek"
